network,autonomous_system_number,autonomous_system_organization
2a0e:1a00::/29,206894,"Wholesale Connections B.V."
2a0e:1b00::/32,49436,"Stadtwerke Soest GmbH"
2a0e:1b01::/32,50873,"David Doepelheuer"
2a0e:1b40::/29,42926,"Radore Veri Merkezi Hizmetleri A.S."
2a0e:1bc0::/35,208621,"LogicForge Limited"
2a0e:1bc1::/35,208621,"LogicForge Limited"
2a0e:1bc4::/35,208621,"LogicForge Limited"
2a0e:1c00::/29,61317,"Digital Energy Technologies Ltd."
2a0e:1c80:1::/48,197595,"Obenetwork AB"
2a0e:1c80:2::/48,50304,"Blix Solutions AS"
2a0e:1c80:3::/48,174,COGENT-174
2a0e:1c80:4::/48,50304,"Blix Solutions AS"
2a0e:1c80:5::/48,40028,
2a0e:1c80:6::/48,197595,"Obenetwork AB"
2a0e:1c80:7::/48,50304,"Blix Solutions AS"
2a0e:1c80:9::/48,41281,"KeFF Networks Ltd"
2a0e:1c80:a::/48,1299,"Telia Company AB"
2a0e:1c80:e::/48,1299,"Telia Company AB"
2a0e:1c80:f::/48,197595,"Obenetwork AB"
2a0e:1c80:11::/48,1299,"Telia Company AB"
2a0e:1c80:12::/48,1299,"Telia Company AB"
2a0e:1cc0::/29,208634,"Harry Cross"
2a0e:1d40::/29,208632,"NetOmnia Limited"
2a0e:1d80::/47,203523,"Virtono Networks SRL"
2a0e:1d80:2::/47,9009,"M247 Ltd"
2a0e:1d80:4::/47,9009,"M247 Ltd"
2a0e:1dc0::/48,208942,"David Weber"
2a0e:1e00::/29,15884,"Expert Pro LLC"
2a0e:1e40::/29,64484,"Hexanode SARL"
2a0e:1e80::/29,9119,"SOFTNET d.o.o."
2a0e:2100::/47,48882,"LLC Optima-East"
2a0e:2140::/29,31617,"Reevo S.r.l."
2a0e:2281::/32,43350,"NForce Entertainment B.V."
2a0e:2283::/32,43350,"NForce Entertainment B.V."
2a0e:2286::/32,43350,"NForce Entertainment B.V."
2a0e:2287::/32,51659,"LLC Baxet"
2a0e:22c0:1::/48,48918,"Globalways GmbH"
2a0e:2380::/32,208929,"NT Neue Technologie AG"
2a0e:2400::/29,64463,"InterXS AG"
2a0e:25c0::/29,35236,"2 connect a.s."
2a0e:2700::/29,203136,"LLC Ordunet"
2a0e:2740::/29,39817,"OvaNet, a.s."
2a0e:2800::/29,63023,AS-GLOBALTELEHOST
2a0e:2880::/29,174,COGENT-174
2a0e:2900::/31,209929,"Awm Lab Ltd"
2a0e:2902::/32,209929,"Awm Lab Ltd"
2a0e:2940::/29,207787,"Daily Yazilim Telekomunikasyon San ve Tic LTD STI"
2a0e:2980::/48,34568,"ConnectingBytes GmbH"
2a0e:2980:1::/48,33984,"Surfplanet GmbH"
2a0e:2980:2::/48,34568,"ConnectingBytes GmbH"
2a0e:2b00::/29,53356,"FREE RANGE CLOUD"
2a0e:2b80::/48,28875,"Innotronic Ingenieurburo GmbH"
2a0e:2b80:100::/48,28875,"Innotronic Ingenieurburo GmbH"
2a0e:2c00::/29,63023,AS-GLOBALTELEHOST
2a0e:2c40::/29,50581,"Ukrainian Telecommunication Group LLC"
2a0e:2c80::/29,24940,"Hetzner Online GmbH"
2a0e:2e40::/29,52193,"Evrokontakt LLC"
2a0e:2e80::/29,60255,"Internetty Ltd"
2a0e:2f40::/29,25486,"'Lightup Network Solutions GmbH & Co. KG"
2a0e:3040::/32,49696,"ROCT GmbH"
2a0e:3080::/29,208921,"Loewenfels Partner AG"
2a0e:31c0::/29,22769,DDOSING-BGP-NETWORK
2a0e:3200::/29,12843,"TelemaxX Telekommunikation GmbH"
2a0e:3240::/32,208589,"ANT BM Limited"
2a0e:3400::/29,209095,"Comnot S.A.S."
2a0e:3500::/29,56456,"C2NET s.r.o."
2a0e:35c0::/32,47897,"RED Medical Systems GmbH"
2a0e:36c0::/29,57855,"networksu sasu"
2a0e:3700::/29,174,COGENT-174
2a0e:3780:8150::/48,206059,"Association Viviers Fibre"
2a0e:37c0::/32,29014,"ScaleUp Technologies GmbH & Co. KG"
2a0e:3840:1::/48,60945,"VeloxServ Communications Ltd"
2a0e:3840:2::/48,40676,
2a0e:38c0::/32,207747,"Iaas 365, Sl"
2a0e:3940:3200::/44,207834,"Dino Rezes"
2a0e:3a80::/32,208741,"KP IT"
2a0e:3a87:ff00::/40,208741,"KP IT"
2a0e:3bc0:fa00::/42,204982,"Daniel Mostertman"
2a0e:3c80::/29,208909,"GurbTec Telecom SL"
2a0e:3cc0::/29,25486,"'Lightup Network Solutions GmbH & Co. KG"
2a0e:3dc0::/32,49981,"WorldStream B.V."
2a0e:3e80::/29,204504,"Coding SRL"
2a0e:3f80::/29,208861,"LLC Cloud Networks"
2a0e:4000::/40,42993,"DGTL LLC"
2a0e:4040::/29,200303,"LUMASERV Systems"
2a0e:40c0:1::/48,15626,"ITL LLC"
2a0e:40c0:2::/48,21100,"ITL LLC"
2a0e:40c0:3::/48,204957,"ITL-Bulgaria Ltd."
2a0e:40c0:4::/48,50979,"ITL LLC"
2a0e:4100::/32,57279,"Sauron CZ s.r.o."
2a0e:4180::/29,25540,"Alphalink SASU"
2a0e:41c0::/29,208566,"Rozetka Sp. z o.o."
2a0e:4380::/29,208711,"Desafio Internet S.l."
2a0e:4480::/32,57757,"Jonas Meier"
2a0e:44c0::/29,39371,"Comaxx B.V."
2a0e:4540:cafe::/48,58247,"Sc Netveillance Srl"
2a0e:4680::/32,24961,"myLoc managed IT AG"
2a0e:46c2::/32,208210,"Tchadel Icard"
2a0e:46c3:100::/40,204982,"Daniel Mostertman"
2a0e:46c3:200::/47,208717,"Remco van Zuijlen"
2a0e:46c3:300::/40,34924,"Media, Florian Pankerl"
2a0e:46c3:600::/48,208840,"Zeug e.K."
2a0e:46c3:700::/48,207343,"Armin Dzibric"
2a0e:46c4:100::/48,139653,"Kevin's Internet Services"
2a0e:46c4:101::/48,137490,"Navice Consulting"
2a0e:46c4:1000::/40,139653,"Kevin's Internet Services"
2a0e:46c4:1100::/40,137490,"Navice Consulting"
2a0e:46c5::/32,49752,"Jori Vanneste"
2a0e:46c6::/40,207968,"Raphael Romeo Peters"
2a0e:46c6:300::/40,207955,"Lukas Glitt"
2a0e:46c6:4fe::/47,209771,"SYSN LTD"
2a0e:46c6:500::/40,57848,"Robert Walters"
2a0e:46c7::/48,34681,IT-SERVICE
2a0e:47c7:1000::/48,208259,"KMK systems s.r.o."
2a0e:4840::/32,33823,"Phoenix Telecom & Media Services Srl"
2a0e:4844::/32,33823,"Phoenix Telecom & Media Services Srl"
2a0e:4847::/48,48749,"Aqua Jump Srl"
2a0e:4980::/32,15879,"KPN Internedservices B.V."
2a0e:4d80::/29,208882,"Automation & Business, s.r.o."
2a0e:4dc0::/32,43090,"NEBULO SAS"
2a0e:4f00::/29,197706,"Keminet SHPK"
2a0e:4f80::/29,51083,Grenode
2a0e:5340::/29,42306,"Edera Group a.s."
2a0e:5480::/29,16019,"Vodafone Czech Republic a.s."
2a0e:5540::/48,208258,"Access2.IT Group B.V."
2a0e:5540:10::/47,208258,"Access2.IT Group B.V."
2a0e:5540:12::/48,208258,"Access2.IT Group B.V."
2a0e:5540:100::/48,208258,"Access2.IT Group B.V."
2a0e:5700::/32,58291,"ColoCenter b.v."
2a0e:5780::/29,13941,GOTASN
2a0e:57c0:800::/38,12731,"IPHH Internet Port Hamburg GmbH"
2a0e:59c0::/29,207187,"TKR Jasek, s.r.o."
2a0e:5b80::/29,42487,"Vialis Saem"
2a0e:5c00::/31,209097,"Netsyst SAS"
2a0e:5c02::/31,207607,"Netsyst SAS"
2a0e:5c04::/30,209097,"Netsyst SAS"
2a0e:5c41::/32,57578,"Misaka Network, Inc."
2a0e:5c42::/32,57578,"Misaka Network, Inc."
2a0e:5fc0::/29,207686,"Martin Moutarde"
2a0e:6080::/48,202265,"Smart Internet Solutions UG (haftungsbeschraenkt)"
2a0e:63c0::/29,208516,"Cannarella Sergio"
2a0e:6400::/32,209094,"Technoberg B.V."
2a0e:6440::/32,208501,TIMMIT.NL
2a0e:64c0::/48,35592,"Coolhousing s.r.o."
2a0e:6540:a0::/48,208364,"Servada V.O.F"
2a0e:6540:b0::/48,208364,"Servada V.O.F"
2a0e:6540:53a::/48,208364,"Servada V.O.F"
2a0e:6540:a16::/48,208364,"Servada V.O.F"
2a0e:6540:a32::/48,208364,"Servada V.O.F"
2a0e:6540:a48::/48,208364,"Servada V.O.F"
2a0e:6540:a64::/48,208364,"Servada V.O.F"
2a0e:6540:d16::/48,208364,"Servada V.O.F"
2a0e:6540:d32::/48,208364,"Servada V.O.F"
2a0e:6540:a192::/48,208364,"Servada V.O.F"
2a0e:6540:d0d0::/48,208364,"Servada V.O.F"
2a0e:6580::/29,57112,"F2X Operator B.V."
2a0e:68c0::/48,34907,"IP SERVICES Sp. z.o.o."
2a0e:6901:200::/39,57695,"Misaka Network, Inc."
2a0e:6901:400::/39,57695,"Misaka Network, Inc."
2a0e:6902:2000::/36,57695,"Misaka Network, Inc."
2a0e:6a00::/29,209057,"netkey information technology gmbh"
2a0e:6b40:10::/48,42034,"DN-Systems Enterprise Internet Solutions GmbH"
2a0e:6b40:20::/48,8495,"INTERNET AG Global Network"
2a0e:6c00::/29,63023,AS-GLOBALTELEHOST
2a0e:6c80::/29,208599,"Kalajoen Kuitu Oy"
2a0e:6d00::/29,39761,"ABAK, Co.Ltd."
2a0e:6f80::/29,208861,"LLC Cloud Networks"
2a0e:6fc0::/29,200303,"LUMASERV Systems"
2a0e:7140::/29,25486,"'Lightup Network Solutions GmbH & Co. KG"
2a0e:7180::/29,200023,"Qonnected B.V."
2a0e:7280::/29,31477,"Duocast B.V."
2a0e:72c0::/47,208479,"Connectis S.A."
2a0e:73c0::/29,208478,"Bahnflow AB"
2a0e:7400::/29,39305,"Groupe Convergence.com SAS"
2a0e:7740::/32,208490,"IOT Unlimited B.V."
2a0e:78c0::/29,174,COGENT-174
2a0e:7a80::/29,9009,"M247 Ltd"
2a0e:7b80::/32,29014,"ScaleUp Technologies GmbH & Co. KG"
2a0e:7bc0::/29,57610,"KLEO Connect GmbH"
2a0e:7c40::/29,12679,"Iceberg Telecom Ltd."
2a0e:7d40::/32,209833,"Aroga GmbH"
2a0e:7d44:f001::/48,207618,"Mark Dietzer"
2a0e:7d44:f002::/47,207618,"Mark Dietzer"
2a0e:7d44:f00f::/48,207618,"Mark Dietzer"
2a0e:7d44:f0e4::/48,207618,"Mark Dietzer"
2a0e:7d44:f0ff::/48,207618,"Mark Dietzer"
2a0e:7f80::/29,208927,"WILO SE"
2a0e:8100::/32,47950,"Lnk Systems Muntenia Srl"
2a0e:8101:9124::/48,213291,"FlockMgmt d.o.o"
2a0e:8140::/29,208475,"Aleshina Valentina Ivanovna"
2a0e:8180::/48,48749,"Aqua Jump Srl"
2a0e:8200::/29,206516,"ProRail B.V."
2a0e:8300::/29,43415,"Secure Infrastructure of Transnational Services Company PLC"
2a0e:8380::/32,57793,"1310 Limited"
2a0e:8400::/29,63023,AS-GLOBALTELEHOST
2a0e:8480::/29,42156,"GNX B.V."
2a0e:84c0::/32,24929,"IT arte Sp. z o.o."
2a0e:8500::/29,209003,"Next Vision Ltd"
2a0e:8880::/29,17225,ATT-CERFNET-BLOCK
2a0e:8900::/29,44205,"Indigo Integrated Solutions Limited"
2a0e:8940::/29,209528,"Mywebcity Denmark Aps"
2a0e:8ac0::/29,203744,"TRION TEL d.o.o."
2a0e:8b40::/29,205614,"Medialine EuroTrade AG"
2a0e:8bc0::/29,61074,"Cuuma Communications Oy"
2a0e:8f00:dfc0::/42,213018,"Samuel Breton"
2a0e:8f00:e000::/36,42847,"Endless Group"
2a0e:8f00:f000::/40,207424,"Max Ouwens"
2a0e:8f00:f400::/48,207343,"Armin Dzibric"
2a0e:8f00:f600::/40,213248,"Clement Primot"
2a0e:8f00:f800::/40,207071,"Joshua Jones"
2a0e:8f00:f900::/40,206477,Wolfined
2a0e:8f00:fa02::/48,206628,Tianyu-Zhu
2a0e:8f00:fa20::/44,206628,Tianyu-Zhu
2a0e:8f00:fb00::/40,213233,"Florian Charlaix"
2a0e:8f00:fc00::/40,213165,"Joshua Diercksen"
2a0e:8f01::/32,49192,"Openfactory Services UG (haftungsbeschraenkt)"
2a0e:8f02:1000::/40,204446,"Hellomouse Ltd"
2a0e:8f02:2000::/44,213045,"Alex Delporte"
2a0e:8f02:2010::/44,213021,"Sami M Tmi"
2a0e:8f02:2020::/44,49271,"Jan Astrup"
2a0e:8f02:f000::/48,213127,"Moritz Woermann"
2a0e:8f02:f001::/48,213126,"Andreas Fries"
2a0e:8f02:f002::/48,213124,Baanaan
2a0e:8f02:f003::/48,213033,"Maximilian Koerkemeyer"
2a0e:8f02:f004::/48,213031,"Tim Prause"
2a0e:8f02:f005::/48,212983,"Jean-luc Peron"
2a0e:8f02:f006::/48,212948,"Davy Letizia"
2a0e:8f03::/32,49192,"Openfactory Services UG (haftungsbeschraenkt)"
2a0e:8f04::/30,49192,"Openfactory Services UG (haftungsbeschraenkt)"
2a0e:9300:3973::/48,213291,"FlockMgmt d.o.o"
2a0e:9300:42c0::/48,62184,"Michal Nowak"
2a0e:9480::/29,208816,"Butsan Igor Mykolaiovych"
2a0e:9580::/32,61381,"WEBER.investments GmbH & Co. KG."
2a0e:9680::/29,57112,"F2X Operator B.V."
2a0e:97c0::/32,58057,"Securebit AG"
2a0e:97c1::/48,61218,"4b42 UG"
2a0e:97c1:10::/44,61218,"4b42 UG"
2a0e:97c1:20::/44,61218,"4b42 UG"
2a0e:97c7:100::/44,207613,"Steffen Vogel"
2a0e:97c7:120::/44,207328,"VPS Aliens, LLC"
2a0e:97c7:140::/43,207574,"Screwjack, LLC"
2a0e:9801:a0b6::/48,53356,"FREE RANGE CLOUD"
2a0e:9900::/29,56598,"Netbarista SASU"
2a0e:9a80::/29,56708,"Internet Invest Limited"
2a0e:9b40:1140::/48,208431,"efero GmbH"
2a0e:9b80::/47,41737,"LLC MyTeleCom"
2a0e:9b80:68::/47,41737,"LLC MyTeleCom"
2a0e:9b80:70::/48,41737,"LLC MyTeleCom"
2a0e:9dc0::/29,34919,"SysAid Technologies Ltd"
2a0e:9f40::/29,208436,"SantX SAS"
2a0e:a180::/29,208591,"Aitire S.L"
2a0e:a1c0::/29,206576,"Atomwide Limited"
2a0e:a2c0::/32,39702,"S-IT Informationstechnologie Betreiber GmbH & Co. KG"
2a0e:a400::/29,209042,"TiZoo Sarl"
2a0e:a440::/29,208429,"Platon Technologies, s.r.o."
2a0e:a600::/29,209050,"Digimagical GmbH"
2a0e:a680::/48,8767,"M-net Telekommunikations GmbH"
2a0e:a680:1::/48,61157,"PlusServer GmbH"
2a0e:a6c2::/31,41047,"BART Vrancken trading under MLAB"
2a0e:a840::/48,208440,"GmhostGrupp OU"
2a0e:aa01::/36,206499,"Marek Ziolkowski"
2a0e:aa01:1000::/37,206499,"Marek Ziolkowski"
2a0e:aa01:1800::/38,206499,"Marek Ziolkowski"
2a0e:aa01:1c00::/39,206499,"Marek Ziolkowski"
2a0e:aa01:1e00::/40,206499,"Marek Ziolkowski"
2a0e:aa01:1f00::/41,206499,"Marek Ziolkowski"
2a0e:aa01:1f80::/42,206499,"Marek Ziolkowski"
2a0e:aa01:1fc0::/43,206499,"Marek Ziolkowski"
2a0e:aa01:1fe0::/44,206499,"Marek Ziolkowski"
2a0e:aa01:1ff0::/45,206499,"Marek Ziolkowski"
2a0e:aa01:1ff8::/46,206499,"Marek Ziolkowski"
2a0e:aa01:1ffc::/47,206499,"Marek Ziolkowski"
2a0e:aa01:1ffe::/48,206499,"Marek Ziolkowski"
2a0e:aa01:1fff::/48,139589,"GTDev Network"
2a0e:aa01:2000::/35,206499,"Marek Ziolkowski"
2a0e:aa01:4000::/34,206499,"Marek Ziolkowski"
2a0e:aa01:8000::/35,206499,"Marek Ziolkowski"
2a0e:aa01:a000::/37,206499,"Marek Ziolkowski"
2a0e:aa01:a800::/39,206499,"Marek Ziolkowski"
2a0e:aa01:aa00::/44,206499,"Marek Ziolkowski"
2a0e:aa01:aa10::/44,210311,"Siarhei Zharau"
2a0e:aa01:aa20::/43,206499,"Marek Ziolkowski"
2a0e:aa01:aa40::/42,206499,"Marek Ziolkowski"
2a0e:aa01:aa80::/41,206499,"Marek Ziolkowski"
2a0e:aa01:ab00::/44,206499,"Marek Ziolkowski"
2a0e:aa01:ab10::/46,206499,"Marek Ziolkowski"
2a0e:aa01:ab14::/47,208498,"RBQ Technology Limited"
2a0e:aa01:ab16::/47,206499,"Marek Ziolkowski"
2a0e:aa01:ab18::/45,206499,"Marek Ziolkowski"
2a0e:aa01:ab20::/43,206499,"Marek Ziolkowski"
2a0e:aa01:ab40::/42,206499,"Marek Ziolkowski"
2a0e:aa01:ab80::/41,206499,"Marek Ziolkowski"
2a0e:aa01:ac00::/38,206499,"Marek Ziolkowski"
2a0e:aa01:b000::/36,206499,"Marek Ziolkowski"
2a0e:aa01:c000::/34,206499,"Marek Ziolkowski"
2a0e:aa06::/40,4842,"Tianhai InfoTech"
2a0e:aa06:100::/48,138631,EcliPHP.ORG
2a0e:aa06:400::/44,209306,"Soha Jin"
2a0e:aa06:470::/44,208618,"Yangyu Chen"
2a0e:aa07:e00a::/48,207454,"Chenyang Li"
2a0e:aa07:e00d::/48,213143,"Leek Information Technology London Ltd"
2a0e:aa07:e00e::/48,206843,"Jikai Ren"
2a0e:aa07:e010::/48,208370,"Tianyi Cui"
2a0e:aa07:e011::/48,212916,"Misaka Network Limited"
2a0e:aa07:f000::/48,139742,"Peddie Institute Co., Ltd"
2a0e:aa07:f041::/48,208993,"Wei Xiaofan"
2a0e:aa07:f042::/48,208993,"Wei Xiaofan"
2a0e:aa07:f051::/48,138632,"Enmoe Network"
2a0e:aa07:f071::/48,209664,"Qiansong Long"
2a0e:aa07:f091::/48,208884,"Wenpeng Lu"
2a0e:aa07:f093::/48,208884,"Wenpeng Lu"
2a0e:aa07:f0b0::/44,209724,"Shira Limited"
2a0e:aa07:f0d0::/47,139216,"Htroy Network Research Limited"
2a0e:aa07:f0d8::/48,208698,"Huang Zhijie"
2a0e:aa07:f0e0::/44,208680,"Zhang Ranrui"
2a0e:aa40::/46,208408,"Karanyi Ltd"
2a0e:aa47::/48,20473,AS-CHOOPA
2a0e:abc0::/29,197706,"Keminet SHPK"
2a0e:ac00::/32,48447,"Sectigo Limited"
2a0e:ac40::/29,202966,"Societatea cu Raspundere Limitata ITGROUP & SERVICES"
2a0e:ac80::/29,35600,"Vedege SAS"
2a0e:acc0::/29,208414,"WEDOS Internet, a.s."
2a0e:b084::/30,202269,BitCommand
2a0e:b100:1::/48,58057,"Securebit AG"
2a0e:b100:2::/48,58057,"Securebit AG"
2a0e:b102:10::/47,58057,"Securebit AG"
2a0e:b102:100::/44,212895,"Johannes Ernst"
2a0e:b106:20::/44,203038,"QuxLabs UG"
2a0e:b107:1e::/48,48301,"YANG FANG"
2a0e:b107:21::/48,137490,"Navice Consulting"
2a0e:b107:22::/48,208181,"Xian Stannard"
2a0e:b107:23::/48,44024,"Radu Draghici"
2a0e:b107:24::/48,39753,"Liuxyon Car Rental Service Co., Ltd."
2a0e:b107:2b::/48,208059,"Hermann Lienstromberg"
2a0e:b107:30::/48,209650,"Wu Zhiyuan"
2a0e:b107:32::/47,209650,"Wu Zhiyuan"
2a0e:b107:40::/48,213171,"Alexander Wormuth"
2a0e:b107:90::/46,135383,"Ruifeng Co., Ltd."
2a0e:b107:95::/48,135383,"Ruifeng Co., Ltd."
2a0e:b107:a0::/44,209218,"Yang Qi"
2a0e:b107:d0::/44,207968,"Raphael Romeo Peters"
2a0e:b107:f0::/48,209861,"Christoffer Aasum Unes"
2a0e:b107:110::/47,209294,"Fan Zhang"
2a0e:b107:140::/44,57883,NITAET
2a0e:b107:150::/44,62075,"Julian Lannert"
2a0e:b107:194::/48,207650,"Koen De Wit"
2a0e:b107:197::/48,207559,"coreIT.pl Konrad Fierek"
2a0e:b107:19f::/48,209506,"Stephen Cushen"
2a0e:b107:1c0::/47,208328,"Malindex Network Limited"
2a0e:b107:1cf::/48,208328,"Malindex Network Limited"
2a0e:b107:1d0::/44,139328,"Zhanrui Tian"
2a0e:b107:1e0::/44,139641,Yoshino
2a0e:b107:200::/44,207036,"Ariel Antigua"
2a0e:b107:220::/48,208717,"Remco van Zuijlen"
2a0e:b107:230::/48,209419,"Julian Lannert"
2a0e:b107:23b::/48,209419,"Julian Lannert"
2a0e:b107:23c::/48,209419,"Julian Lannert"
2a0e:b107:240::/44,204982,"Daniel Mostertman"
2a0e:b107:260::/44,208627,"Groupe Rennais pour un Internet Fourni de maniere Ouverte et Neutre"
2a0e:b107:270::/48,207852,"Yonghan Ching"
2a0e:b107:272::/48,207803,"Emenders BV"
2a0e:b107:2a0::/44,31798,DATACITY
2a0e:b107:2e0::/44,207757,"Ole Mathias Aarseth Heggem"
2a0e:b107:2f0::/44,205908,"Xiyu Cai"
2a0e:b107:30f::/48,134666,"Hoshi Network"
2a0e:b107:311::/48,208976,"VNP DIGITAL Ltd."
2a0e:b107:312::/47,208976,"VNP DIGITAL Ltd."
2a0e:b107:315::/48,208976,"VNP DIGITAL Ltd."
2a0e:b107:316::/48,213216,"VNP DIGITAL Ltd."
2a0e:b107:317::/48,208976,"VNP DIGITAL Ltd."
2a0e:b107:31f::/48,208976,"VNP DIGITAL Ltd."
2a0e:b107:330::/44,207683,"Jonas Emilsson"
2a0e:b107:340::/44,209710,"Chin-yun Wang"
2a0e:b107:370::/44,208751,"Michael Goossens"
2a0e:b107:390::/44,207910,"Damien Lacoste"
2a0e:b107:3c0::/47,207654,"11207547 Canada S.a.r.f."
2a0e:b107:3c3::/48,207654,"11207547 Canada S.a.r.f."
2a0e:b107:3c7::/48,207654,"11207547 Canada S.a.r.f."
2a0e:b107:3ca::/48,207654,"11207547 Canada S.a.r.f."
2a0e:b107:3d0::/47,207687,"Ainsoft IT Services Ltd."
2a0e:b107:3d2::/48,207687,"Ainsoft IT Services Ltd."
2a0e:b107:3f0::/44,57883,NITAET
2a0e:b107:410::/44,207567,"Claes Persson"
2a0e:b107:420::/44,21195,"DGC Access AB"
2a0e:b107:440::/44,207445,"Vincent Maroun"
2a0e:b107:450::/44,57883,NITAET
2a0e:b107:460::/44,57883,NITAET
2a0e:b107:470::/44,138006,"Long Isaac Kwan"
2a0e:b107:4b8::/45,135309,"Geekzu Networks"
2a0e:b107:4c0::/44,207860,"Jindong Hu"
2a0e:b107:4e0::/48,207401,"Shanghai Moyu Technology Co.Ltd."
2a0e:b107:4f2::/48,207615,"Shanghai Hengtai Technology Development Co.Ltd."
2a0e:b107:510::/48,209101,"Huanzhong (Beijing) Data Network Technology Co., Ltd."
2a0e:b107:530::/44,209114,"Luiz Fernando Ribeiro Amaral"
2a0e:b107:540::/44,207537,"Stefan Blomme"
2a0e:b107:570::/44,207315,"Thomas Scott"
2a0e:b107:580::/44,138211,"MoeQing Network Service"
2a0e:b107:5b0::/44,207328,"VPS Aliens, LLC"
2a0e:b107:5c0::/48,213366,"Albin Hakanson"
2a0e:b107:5c5::/48,209395,"Volkan Fevzi KIRIK"
2a0e:b107:690::/44,58057,"Securebit AG"
2a0e:b107:6e3::/48,213215,"Xiaomin Wu"
2a0e:b107:6ec::/48,213021,"Sami M Tmi"
2a0e:b107:710::/48,206843,"Jikai Ren"
2a0e:b107:760::/44,205977,"Pich Tantichukiatikul"
2a0e:b107:770::/44,213105,"Marcel Witschel"
2a0e:b107:790::/44,208680,"Zhang Ranrui"
2a0e:b107:7a0::/44,213105,"Marcel Witschel"
2a0e:b107:7e8::/48,209557,"TSUNGYi YU"
2a0e:b107:800::/44,213383,"MoeKuu LLC"
2a0e:b107:820::/44,212987,"Rami Abou Hamad"
2a0e:b107:888::/48,58057,"Securebit AG"
2a0e:b107:8d0::/48,213346,"Marcus Aram"
2a0e:b107:8d2::/48,213346,"Marcus Aram"
2a0e:b107:931::/48,204446,"Hellomouse Ltd"
2a0e:b107:932::/47,204446,"Hellomouse Ltd"
2a0e:b107:934::/47,204446,"Hellomouse Ltd"
2a0e:b107:938::/47,204446,"Hellomouse Ltd"
2a0e:b107:93c::/48,204446,"Hellomouse Ltd"
2a0e:b107:950::/46,206020,"Dennis Kort"
2a0e:b107:980::/48,213263,"Benjamin Marty"
2a0e:b107:9c0::/44,213171,"Alexander Wormuth"
2a0e:b107:9d0::/47,213262,"Moe Overflow Electric Limited"
2a0e:b107:9d4::/47,213262,"Moe Overflow Electric Limited"
2a0e:b107:9d7::/48,213262,"Moe Overflow Electric Limited"
2a0e:b107:9e0::/44,213326,"Kalpak Mukhopadhyay"
2a0e:b107:9f0::/44,208958,"Sascha Groetzner"
2a0e:b107:a00::/44,213215,"Xiaomin Wu"
2a0e:b107:a20::/44,213215,"Xiaomin Wu"
2a0e:b107:a50::/44,209606,"Beyond Orbit Ltd."
2a0e:b107:a60::/44,213105,"Marcel Witschel"
2a0e:b107:a7a::/48,213253,"Mael Gramain"
2a0e:b107:aa0::/44,213234,"Cagir Ltd"
2a0e:b107:ae0::/44,207632,"Jan Betik"
2a0e:b107:b00::/44,213326,"Kalpak Mukhopadhyay"
2a0e:b107:b20::/44,63279,XKEY
2a0e:b107:b50::/44,213064,"Carsten Wolfrum"
2a0e:b107:b60::/44,207654,"11207547 Canada S.a.r.f."
2a0e:b107:b81::/48,212995,"HockWoo Tan"
2a0e:b107:b82::/48,212995,"HockWoo Tan"
2a0e:b107:b90::/44,52177,"Resona Glecom AB"
2a0e:b107:bd0::/48,140936,"SUNNET Global Network"
2a0e:b107:c00::/48,212888,"Tomasz Kepczynski"
2a0e:b107:c10::/48,137256,"CatIO Network"
2a0e:b240::/48,15562,"Job Snijders"
2a0e:b280::/29,208794,"Wolfgang Michael Brandstaetter"
2a0e:b4c0::/29,208420,"Link Connectivity Limited"
2a0e:b500::/29,208974,"Benedikt Neuffer"
2a0e:b540::/29,30823,"combahton GmbH"
2a0e:b580::/32,59808,"Bolliger Network Solutions"
2a0e:b581::/32,42032,"Bolliger Network Solutions"
2a0e:b582::/31,59808,"Bolliger Network Solutions"
2a0e:b584::/30,59808,"Bolliger Network Solutions"
2a0e:b607:a6c9::/48,53356,"FREE RANGE CLOUD"
2a0e:b700::/31,35085,"Corso Ac Immo Sarl"
2a0e:b702::/32,47449,"Corso Ac Immo Sarl"
2a0e:b780::/31,205581,"CVD Sp. z o.o. Sp.k."
2a0e:b880::/31,208789,SENAT
2a0e:b940::/29,208395,"WDZ Wolfsburger Dienstleistungs- und Meldezentrale Gesellschaft mit beschraenkter Haftung"
2a0e:ba40::/29,207547,"Svyaztelecom LLC"
2a0e:bb80::/29,58317,"Embark Studios AB"
2a0e:bbc0:8001::/48,11251,DSTL-2-11251
2a0e:bbc0:8002::/47,22604,DSS-MT
2a0e:bbc0:8004::/47,22604,DSS-MT
2a0e:bbc0:8006::/48,22604,DSS-MT
2a0e:bc00::/29,206316,"Xervers, Unipessoal Lda."
2a0e:bc40::/29,204860,"NetX R&D z.s."
2a0e:be00::/29,29713,ELIA-60
2a0e:bf00::/32,202539,"Julian Schuh"
2a0e:bfc0::/29,42864,"Giganet Internet Szolgaltato Kft"
2a0e:c0c0::/29,208861,"LLC Cloud Networks"
2a0e:c147::/32,16262,"Datacheap Ltd."
2a0e:c200::/31,210053,"R5 LLC"
2a0e:c340::/29,208861,"LLC Cloud Networks"
2a0e:c400::/29,51083,Grenode
2a0e:c580::/29,208762,"Chuvakov Igor Nikolaevich"
2a0e:c640::/29,208386,"Coast Connect Ltd"
2a0e:c680::/32,208654,"Gemeente Gouda"
2a0e:c6c0::/32,62075,"Julian Lannert"
2a0e:c6c1::/32,209419,"Julian Lannert"
